season,season_start_year,league,division,league_finish,position,name,nationality,age,minutes_(total),starting_appearances_(league),substitute_appearances_(league),starting_appearances_(total),substitute_appearances_(total),total_appearances,goals_(total),goals_(league),g/minutes_(total),g/appearances_(total),european_competition,tier,performance,round_of_tournament,homegrown_players,transfers_in,transfers_out,net_transfers,games_played_(total),goals_for_(total),goals_against_(total),goal_difference_(total),goals_per_game_(total),games_played_(league),goals_for_(league),goals_against_(league),goal_difference_(league),goals_per_game_(league),average_age,average_appearances,average_minutes
1998-1999,1998,La Liga,1,18,MF,Ángel Luis,Spain,28,154,0,2,1,2,3,0,0,0.0,0.0,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,MF,Sandro Mendes,Cape Verde,21,212,1,1,3,1,4,0,0,0.0,0.0,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,MF,Javi Sanchis,Spain,26,719,2,9,6,10,16,1,0,719.0,16.0,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,MF,Antonio Díaz,Spain,29,2612,29,8,29,9,38,3,3,870.67,12.67,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,MF,Walter Gaitán,Argentina,21,655,6,8,7,8,15,0,0,0.0,0.0,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,MF,Robert Fernández,Spain,36,3137,35,4,35,4,39,2,2,1568.5,19.5,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,MF,García Sanjuán,Spain,27,1492,13,11,16,13,29,0,0,0.0,0.0,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,FW,Gica Craioveanu,Romania,30,3100,36,1,38,1,39,14,13,221.43,2.79,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,FW,Moisés García,Spain,27,2631,28,6,30,8,38,9,8,292.33,4.22,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,FW,Manuel Alfaro,Spain,27,2718,24,13,28,14,42,14,12,194.14,3.0,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,FW,Francisco Salillas,Spain,32,180,0,2,2,2,4,2,0,90.0,2.0,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1998-1999,1998,La Liga,1,18,FW,Thomas Christiansen,Denmark,25,1031,7,14,11,15,26,1,1,1031.0,26.0,DNQ,DNQ,DNQ,,2,15,10,5.0,46,56,70,-14,1.2173913043478262,38,47,63,-16,1.236842105263158,25.93,21.69,1558.72
1999-2000,1999,Segunda División,2,3,GK,Javier López Vallejo,Spain,24,3780,42,0,42,0,42,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,GK,Jesús Unanua,Spain,30,600,0,0,6,0,6,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,José Roca,Spain,23,0,0,0,0,0,0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,Jesús Galván,Spain,25,2478,25,4,27,4,31,4,4,619.5,7.75,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,Pascual Donat,Spain,31,220,2,0,3,0,3,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,Imanol Alguacil,Spain,28,2012,21,2,23,2,25,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,Xavi Roca,Spain,25,2969,30,1,33,1,34,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,Aitor Arregui,Spain,28,2217,21,0,26,0,26,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,Quique Medina,Spain,25,3538,35,2,40,2,42,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,José Serer,Spain,33,180,1,0,2,0,2,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,Carlos Vila,Spain,22,710,6,0,8,0,8,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,Iñaki Berruet,Spain,26,849,9,1,9,1,10,1,1,849.0,10.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,DF,Carlos Pérez,Spain,20,156,2,1,2,1,3,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Igor Tasevski,Serbia,27,3414,33,2,38,2,40,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Javi Sanchis,Spain,27,139,2,1,3,1,4,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Gerardo García,Spain,25,990,11,0,11,0,11,1,1,990.0,11.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Dennis Serban,Romania,23,728,8,5,8,6,14,4,4,182.0,3.5,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Líbero Parri,Spain,17,1172,8,19,11,20,31,3,3,390.6666666666667,10.333333333333334,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Carlos Isach,Spain,21,1173,11,2,14,3,17,1,1,1173.0,17.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Jorge López,Spain,21,1882,15,14,20,15,35,7,7,268.85714285714283,5.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Javier Gracia,Spain,29,1909,19,5,21,9,30,3,3,636.3333333333334,10.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Diego Cagna,Argentina,29,2276,23,0,25,0,25,1,1,2276.0,25.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Walter Gaitán,Argentina,22,2697,27,5,30,6,36,7,7,385.2857142857143,5.142857142857143,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,MF,Jaime Ramos,Spain,26,3268,31,5,36,5,41,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,FW,Sergio Flamarique,Spain,20,3,0,0,0,1,1,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,FW,Moisés García,Spain,28,3257,33,5,34,7,41,17,17,191.58823529411765,2.411764705882353,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,FW,Gica Craioveanu,Romania,31,3186,35,3,36,5,41,8,8,398.25,5.125,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,FW,Manuel Alfaro,Spain,28,1093,7,7,11,8,19,1,1,1093.0,19.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,FW,Javi Calleja,Spain,22,301,2,7,2,7,9,1,1,301.0,9.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,FW,Xavi Jimenez,Spain,20,434,2,5,4,7,11,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
1999-2000,1999,Segunda División,2,3,FW,Raúl Caballero,Spain,21,361,3,4,4,4,8,0,0,0.0,0.0,DNQ,DNQ,DNQ,,1,14,14,0.0,48,68,50,18,1.4166666666666667,42,61,46,15,1.4523809523809523,25.06,20.84,1548.13
2000-2001,2000,La Liga,1,7,GK,Javier López Vallejo,Spain,25,3360,36,0,37,0,37,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,GK,Jesús Unanua,Spain,31,300,2,0,3,0,3,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,GK,Sergio Morán,Spain,23,0,0,0,0,0,0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,DF,Jesús Galván,Spain,26,1770,18,8,19,8,27,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,DF,Xavi Roca,Spain,26,1973,21,2,22,2,24,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,DF,Rodolfo Arruabarrena,Argentina,25,3450,37,0,38,0,38,2,2,1725.0,19.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,DF,Quique Álvarez,Spain,25,2889,33,0,33,0,33,2,2,1444.5,16.5,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,DF,Iñaki Berruet,Spain,27,2170,22,5,23,5,28,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,DF,Quique Medina,Spain,26,960,8,0,10,0,10,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,DF,Unai Vergara,Spain,23,1591,17,1,18,1,19,3,3,530.3333333333334,6.333333333333333,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,MF,Igor Tasevski,Serbia,28,287,1,2,2,2,4,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,MF,Diego Cagna,Argentina,30,2534,27,0,28,1,29,4,2,633.5,7.25,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,MF,Jorge López,Spain,22,2875,33,2,34,3,37,8,8,359.375,4.625,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,MF,Guillermo Amor,Spain,33,2818,35,0,35,0,35,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,MF,Jaime Ramos,Spain,27,378,1,8,2,9,11,1,1,378.0,11.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,MF,Gustavo Barros Schelotto,Argentina,27,270,3,4,3,4,7,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,MF,Walter Gaitán,Argentina,23,282,2,2,3,3,6,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,MF,Javier Gracia,Spain,30,2005,18,14,20,14,34,3,3,668.3333333333334,11.333333333333334,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,FW,Víctor Manuel Fernández,Spain,26,3173,36,0,36,1,37,15,14,211.53333333333333,2.466666666666667,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,FW,Gica Craioveanu,Romania,32,1130,7,24,9,24,33,6,6,188.33333333333334,5.5,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,FW,Moisés García,Spain,29,563,3,19,4,19,23,4,4,140.75,5.75,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,FW,Martin Palermo,Argentina,27,1454,17,0,17,0,17,6,6,242.33333333333334,2.8333333333333335,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,FW,Javi Calleja,Spain,22,1928,24,4,25,4,29,1,1,1928.0,29.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,FW,Bruno Marioni,Argentina,25,952,13,0,13,1,14,3,3,317.3333333333333,4.666666666666667,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2000-2001,2000,La Liga,1,7,FW,Gerard Escoda,Spain,28,913,4,16,6,16,22,2,2,456.5,11.0,DNQ,DNQ,DNQ,,0,10,10,0.0,40,68,54,14,1.7,38,58,52,6,1.5263157894736843,26.64,22.28,1601.0
2001-2002,2001,La Liga,1,15,GK,Javier López Vallejo,Spain,26,3860,38,0,42,1,43,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,GK,Jesús Unanua,Spain,32,130,0,0,2,0,2,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,DF,Jesús Galván,Spain,27,1833,17,5,20,7,27,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,DF,Xavi Roca,Spain,27,2265,22,5,25,5,30,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,DF,Rodolfo Arruabarrena,Argentina,26,3748,36,0,42,0,42,6,6,624.6666666666666,7.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,DF,Leo Bermejo,Spain,22,0,0,0,0,0,0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,DF,Sergio Ballesteros,Spain,26,1843,17,1,20,3,23,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,DF,Quique Álvarez,Spain,26,3260,35,0,37,0,37,1,1,3260.0,37.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,DF,Iñaki Berruet,Spain,28,823,6,3,10,3,13,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,DF,Unai Vergara,Spain,24,2326,22,2,26,2,28,1,1,2326.0,28.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,MF,Javier Gracia,Spain,31,683,2,16,6,17,23,0,0,0.0,0.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,MF,Guillermo Amor,Spain,34,2387,23,6,27,7,34,1,1,2387.0,34.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,MF,Jorge López,Spain,23,3081,33,1,37,2,39,9,7,342.3333333333333,4.333333333333333,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,MF,Constanin Gâlca,Romania,29,3239,34,2,37,2,39,1,1,3239.0,39.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,MF,Diego Cagna,Argentina,31,2216,20,7,25,8,33,1,0,2216.0,33.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,FW,Antonio Guayre,Spain,21,1765,16,15,19,15,34,4,4,441.25,8.5,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,FW,Juan Antonio Pizzi,Argentina,33,1030,10,3,11,4,15,1,1,1030.0,15.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,FW,Gica Craioveanu,Romania,33,834,5,11,7,13,20,2,1,417.0,10.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,FW,Víctor Manuel Fernández,Spain,27,3128,34,0,36,3,39,14,14,223.42857142857142,2.7857142857142856,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,FW,Martin Palermo,Argentina,28,1614,15,4,16,5,21,7,5,230.57142857142858,3.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,FW,Javi Calleja,Spain,23,2639,29,6,31,6,37,4,4,659.75,9.25,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,FW,Quique Martín,Spain,29,597,2,12,5,13,18,3,0,199.0,6.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2001-2002,2001,La Liga,1,15,FW,Gerard Escoda,Spain,29,430,2,8,3,8,11,1,0,430.0,11.0,DNQ,DNQ,DNQ,,0,5,6,-1.0,44,56,63,-7,1.2727272727272727,38,46,55,-9,1.2105263157894737,27.61,26.43,1901.35
2002-2003,2002,La Liga,1,15,GK,Pepe Reina,Spain,20,3360,33,0,37,0,37,0,0,0.0,0.0,Intertoto Cup,3,Final,5/5,5,9,13,-4.0,47,53,62,-9,1.127659574468085,38,44,53,-9,1.1578947368421053,24.38,20.16,1456.63
2002-2003,2002,La Liga,1,15,GK,Javier López Vallejo,Spain,27,810,4,0,9,0,9,0,0,0.0,0.0,Intertoto Cup,3,Final,5/5,5,9,13,-4.0,47,53,62,-9,1.127659574468085,38,44,53,-9,1.1578947368421053,24.38,20.16,1456.63
2002-2003,2002,La Liga,1,15,GK,Jesús Unanua,Spain,33,90,1,0,1,0,1,0,0,0.0,0.0,Intertoto Cup,3,Final,5/5,5,9,13,-4.0,47,53,62,-9,1.127659574468085,38,44,53,-9,1.1578947368421053,24.38,20.16,1456.63
2002-2003,2002,La Liga,1,15,DF,Javi Venta,Spain,27,812,5,12,6,15,21,0,0,0.0,0.0,Intertoto Cup,3,Final,5/5,5,9,13,-4.0,47,53,62,-9,1.127659574468085,38,44,53,-9,1.1578947368421053,24.38,20.16,1456.63
2002-2003,2002,La Liga,1,15,DF,Juliano Belletti,Brazil,26,3207,31,0,36,2,38,3,3,1069.0,12.666666666666666,Intertoto Cup,3,Final,5/5,5,9,13,-4.0,47,53,62,-9,1.127659574468085,38,44,53,-9,1.1578947368421053,24.38,20.16,1456.63
2002-2003,2002,La Liga,1,15,DF,Jesús Galván,Spain,28,1061,9,2,13,3,16,1,0,1061.0,16.0,Intertoto Cup,3,Final,5/5,5,9,13,-4.0,47,53,62,-9,1.127659574468085,38,44,53,-9,1.1578947368421053,24.38,20.16,1456.63
2002-2003,2002,La Liga,1,15,DF,Rodolfo Arruabarrena,Argentina,27,3359,32,0,39,0,39,1,0,3359.0,39.0,Intertoto Cup,3,Final,5/5,5,9,13,-4.0,47,53,62,-9,1.127659574468085,38,44,53,-9,1.1578947368421053,24.38,20.16,1456.63
2002-2003,2002,La Liga,1,15,DF,Sergio Ballesteros,Spain,27,3056,33,0,34,0,34,0,0,0.0,0.0,Intertoto Cup,3,Final,5/5,5,9,13,-4.0,47,53,62,-9,1.127659574468085,38,44,53,-9,1.1578947368421053,24.38,20.16,1456.63
2002-2003,2002,La Liga,1,15,DF,César Arzo,Spain,16,93,1,1,1,1,2,0,0,0.0,0.0,Intertoto Cup,3,Final,5/5,5,9,13,-4.0,47,53,62,-9,1.127659574468085,38,44,53,-9,1.1578947368421053,24.38,20.16,1456.63
2002-2003,2002,La Liga,1,15,DF,Unai Vergara,Spain,25,1779,17,1,22,1,23,1,1,1779.0,23.0,Intertoto Cup,3,Final,5/5,5,9,13,-4.0,47,53,62,-9,1.127659574468085,38,44,53,-9,1.1578947368421053,24.38,20.16,1456.63
